2017-10-09 23:58:02 INFO  LibServer:111 - Output to 127.0.0.1:59618 The Title Does Not Exists! Please add it to the library
@2017-10-10 00:05:30 INFO  LibServer:102 - Input from 127.0.0.1:59638 Create item
@2017-10-10 00:05:30 INFO  LibServer:111 - Output to 127.0.0.1:59638 Please Input Item Info:'ISBN'

@2017-10-10 00:05:42 INFO  LibServer:102 - Input from 127.0.0.1:59638 8900087654321
@2017-10-10 00:05:42 INFO  String:55 - Operation:Create New Item;Item Info:[8900087654321,N/A];State:Fail;Reason:No such ISBN existed.
@2017-10-10 00:05:42 INFO  LibServer:111 - Output to 127.0.0.1:59638 The Title Does Not Exists! Please add it to the library

@2017-10-10 00:05:55 INFO  LibServer:102 - Input from 127.0.0.1:59638 '8900087654321,book'
@2017-10-10 00:05:55 INFO  LibServer:111 - Output to 127.0.0.1:59638 Your input should in this format:'ISBN,title',ISBN should be a 13-digit number

@2017-10-10 00:06:27 INFO  LibServer:102 - Input from 127.0.0.1:59638 1234567890123,book
@2017-10-10 00:06:27 INFO  String:49 - Operation:Create New Title;Title Info:[1234567890123,book];State:Success
@2017-10-10 00:06:27 INFO  LibServer:111 - Output to 127.0.0.1:59638 Success!

@2017-10-10 00:07:01 INFO  LibServer:102 - Input from 127.0.0.1:59638 
@2017-10-10 00:07:01 INFO  LibServer:111 - Output to 127.0.0.1:59638 Please select from the menu.Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System

@2017-10-10 00:07:07 INFO  LibServer:102 - Input from 127.0.0.1:59638 create item
@2017-10-10 00:07:07 INFO  LibServer:111 - Output to 127.0.0.1:59638 Please Input Item Info:'ISBN'

@2017-10-10 00:07:14 INFO  LibServer:102 - Input from 127.0.0.1:59638 8900087654321
@2017-10-10 00:07:14 INFO  String:55 - Operation:Create New Item;Item Info:[8900087654321,N/A];State:Fail;Reason:No such ISBN existed.
@2017-10-10 00:07:14 INFO  LibServer:111 - Output to 127.0.0.1:59638 The Title Does Not Exists! Please add it to the library

@2017-10-10 00:07:38 INFO  LibServer:102 - Input from 127.0.0.1:59638 
@2017-10-10 00:07:38 INFO  LibServer:111 - Output to 127.0.0.1:59638 Your input should in this format:'ISBN,title',ISBN should be a 13-digit number

@2017-10-10 00:07:46 INFO  LibServer:102 - Input from 127.0.0.1:59638 8900087654321,test
@2017-10-10 00:07:46 INFO  String:49 - Operation:Create New Title;Title Info:[8900087654321,test];State:Success
@2017-10-10 00:07:46 INFO  LibServer:111 - Output to 127.0.0.1:59638 Success!

@2017-10-10 00:07:47 INFO  LibServer:102 - Input from 127.0.0.1:59638 
@2017-10-10 00:07:47 INFO  LibServer:111 - Output to 127.0.0.1:59638 Please select from the menu.Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System

@2017-10-10 00:07:51 INFO  LibServer:102 - Input from 127.0.0.1:59638 create item
@2017-10-10 00:07:51 INFO  LibServer:111 - Output to 127.0.0.1:59638 Please Input Item Info:'ISBN'

@2017-10-10 00:07:55 INFO  LibServer:102 - Input from 127.0.0.1:59638 8900087654321
@2017-10-10 00:07:55 INFO  String:49 - Operation:Create New Item;Item Info:[8900087654321,1];State:Success
@2017-10-10 00:07:55 INFO  LibServer:111 - Output to 127.0.0.1:59638 ISBN#: 8900087654321 Book title: test

@2017-10-10 00:15:59 INFO  LibServer:102 - Input from 127.0.0.1:59638 
@2017-10-10 00:15:59 INFO  LibServer:111 - Output to 127.0.0.1:59638 Please select from the menu.Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System

@2017-10-10 00:16:05 INFO  LibServer:102 - Input from 127.0.0.1:59638 log out
@2017-10-10 00:16:05 INFO  LibServer:111 - Output to 127.0.0.1:59638 Successfully Log Out!

@2017-10-10 00:19:59 INFO  LibServer:34 - Binding to port 5050
@2017-10-10 00:19:59 INFO  LibServer:48 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 11
@2017-10-10 00:19:59 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:19:59 INFO  String:25 - Operation:Initialize UserTable;UserTable: [[0,Rob@carleton.ca,Rob], [1,Jenny@carleton.ca,Jenny], [2,Alice@carleton.ca,Alice], [3,John@carleton.ca,John], [4,Gail@carleton.ca,Gail]]
@2017-10-10 00:19:59 INFO  String:28 - Operation:Initialize TitleTable;TitleTable: [[9781442668584,Harry Potter], [9781442616899,Percy Jackson], [9781442667181,Silence of the Lambs], [9781611687910,Lord of the Rings], [9781317594277,Atlas Shrugged]]
@2017-10-10 00:19:59 INFO  String:27 - Operation:Initialize ItemTable;ItemTable: [[0,9781442668584,1], [1,9781442616899,1], [2,9781442667181,1], [3,9781611687910,1]]
@2017-10-10 00:19:59 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [[4,9781442668584,1,2017-10-10 12:19:59,0]]
@2017-10-10 00:19:59 INFO  String:81 - Operation:Apply OutStanding Fee;Fee Info:[4,0];State:Success
@2017-10-10 00:19:59 INFO  String:91 - Operation:Initialize FeeTable;FeeTable: [[0,5], [4,0]]
@2017-10-10 00:19:59 INFO  LibClient:32 - 59677 : Connected to server: /127.0.0.1
@2017-10-10 00:19:59 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59677] Client Socket: [59677 ]

@2017-10-10 00:19:59 INFO  LibClient:33 - 59677 : Connected to portid: 59677
@2017-10-10 00:19:59 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59677 Hello
@2017-10-10 00:19:59 INFO  LibServer:119 - Output to 127.0.0.1:59677 Who Are you?Clerk or User?

@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59677 Clerk
@2017-10-10 00:19:59 INFO  LibServer:111 - Output to 127.0.0.1:59677 Please Input The Password:

@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59677 admin
@2017-10-10 00:19:59 INFO  LibServer:111 - Output to 127.0.0.1:59677 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59677 Create User
@2017-10-10 00:19:59 INFO  LibServer:111 - Output to 127.0.0.1:59677 Please Input User Info:'username,password'

@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59677 r@gmail,pass
@2017-10-10 00:19:59 INFO  String:45 - Operation:Create New User;User Info:[r@gmail,pass];State:Success
@2017-10-10 00:19:59 INFO  LibServer:111 - Output to 127.0.0.1:59677 Success!

@2017-10-10 00:19:59 INFO  LibClient:32 - 59678 : Connected to server: /127.0.0.1
@2017-10-10 00:19:59 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59678] Client Socket: [59678 ]

@2017-10-10 00:19:59 INFO  LibClient:33 - 59678 : Connected to portid: 59678
@2017-10-10 00:19:59 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59678 Hello
@2017-10-10 00:19:59 INFO  LibServer:119 - Output to 127.0.0.1:59678 Who Are you?Clerk or User?

@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59678 Clerk
@2017-10-10 00:19:59 INFO  LibServer:111 - Output to 127.0.0.1:59678 Please Input The Password:

@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59678 admin
@2017-10-10 00:19:59 INFO  LibServer:111 - Output to 127.0.0.1:59678 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59678 Create User
@2017-10-10 00:19:59 INFO  LibServer:111 - Output to 127.0.0.1:59678 Please Input User Info:'username,password'

@2017-10-10 00:19:59 INFO  LibServer:102 - Input from 127.0.0.1:59678 Rob@carleton.ca,Rob
@2017-10-10 00:19:59 INFO  String:48 - Operation:Create New User;User Info:[Rob@carleton.ca,Rob];State:Fail;Reason:The User already existed.
@2017-10-10 00:19:59 INFO  LibServer:111 - Output to 127.0.0.1:59678 The User Already Exists!

@2017-10-10 00:20:13 INFO  LibServer:34 - Binding to port 5050
@2017-10-10 00:20:13 INFO  LibServer:48 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 11
@2017-10-10 00:20:13 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:20:13 INFO  String:25 - Operation:Initialize UserTable;UserTable: [[0,Rob@carleton.ca,Rob], [1,Jenny@carleton.ca,Jenny], [2,Alice@carleton.ca,Alice], [3,John@carleton.ca,John], [4,Gail@carleton.ca,Gail]]
@2017-10-10 00:20:13 INFO  String:28 - Operation:Initialize TitleTable;TitleTable: [[9781442668584,Harry Potter], [9781442616899,Percy Jackson], [9781442667181,Silence of the Lambs], [9781611687910,Lord of the Rings], [9781317594277,Atlas Shrugged]]
@2017-10-10 00:20:13 INFO  String:27 - Operation:Initialize ItemTable;ItemTable: [[0,9781442668584,1], [1,9781442616899,1], [2,9781442667181,1], [3,9781611687910,1]]
@2017-10-10 00:20:13 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [[4,9781442668584,1,2017-10-10 12:20:13,0]]
@2017-10-10 00:20:13 INFO  String:81 - Operation:Apply OutStanding Fee;Fee Info:[4,0];State:Success
@2017-10-10 00:20:13 INFO  String:91 - Operation:Initialize FeeTable;FeeTable: [[0,5], [4,0]]
@2017-10-10 00:20:14 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59681] Client Socket: [59681 ]

@2017-10-10 00:20:14 INFO  LibClient:32 - 59681 : Connected to server: /127.0.0.1
@2017-10-10 00:20:14 INFO  LibClient:33 - 59681 : Connected to portid: 59681
@2017-10-10 00:20:14 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59681 Hello
@2017-10-10 00:20:14 INFO  LibServer:119 - Output to 127.0.0.1:59681 Who Are you?Clerk or User?

@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59681 Clerk
@2017-10-10 00:20:14 INFO  LibServer:111 - Output to 127.0.0.1:59681 Please Input The Password:

@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59681 admin
@2017-10-10 00:20:14 INFO  LibServer:111 - Output to 127.0.0.1:59681 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59681 Create User
@2017-10-10 00:20:14 INFO  LibServer:111 - Output to 127.0.0.1:59681 Please Input User Info:'username,password'

@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59681 r@gmail,pass
@2017-10-10 00:20:14 INFO  String:45 - Operation:Create New User;User Info:[r@gmail,pass];State:Success
@2017-10-10 00:20:14 INFO  LibServer:111 - Output to 127.0.0.1:59681 Success!

@2017-10-10 00:20:14 INFO  LibClient:32 - 59682 : Connected to server: /127.0.0.1
@2017-10-10 00:20:14 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59682] Client Socket: [59682 ]

@2017-10-10 00:20:14 INFO  LibClient:33 - 59682 : Connected to portid: 59682
@2017-10-10 00:20:14 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59682 Hello
@2017-10-10 00:20:14 INFO  LibServer:119 - Output to 127.0.0.1:59682 Who Are you?Clerk or User?

@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59682 Clerk
@2017-10-10 00:20:14 INFO  LibServer:111 - Output to 127.0.0.1:59682 Please Input The Password:

@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59682 admin
@2017-10-10 00:20:14 INFO  LibServer:111 - Output to 127.0.0.1:59682 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59682 Create User
@2017-10-10 00:20:14 INFO  LibServer:111 - Output to 127.0.0.1:59682 Please Input User Info:'username,password'

@2017-10-10 00:20:14 INFO  LibServer:102 - Input from 127.0.0.1:59682 Rob@carleton.ca,Rob
@2017-10-10 00:20:14 INFO  String:48 - Operation:Create New User;User Info:[Rob@carleton.ca,Rob];State:Fail;Reason:The User already existed.
@2017-10-10 00:20:14 INFO  LibServer:111 - Output to 127.0.0.1:59682 The User Already Exists!

@2017-10-10 00:36:02 INFO  LibServer:34 - Binding to port 5050
@2017-10-10 00:36:02 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:02 INFO  LibServer:48 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 11
@2017-10-10 00:36:02 INFO  String:25 - Operation:Initialize UserTable;UserTable: [[0,Rob@carleton.ca,Rob], [1,Jenny@carleton.ca,Jenny], [2,Alice@carleton.ca,Alice], [3,John@carleton.ca,John], [4,Gail@carleton.ca,Gail]]
@2017-10-10 00:36:02 INFO  String:28 - Operation:Initialize TitleTable;TitleTable: [[9781442668584,Harry Potter], [9781442616899,Percy Jackson], [9781442667181,Silence of the Lambs], [9781611687910,Lord of the Rings], [9781317594277,Atlas Shrugged]]
@2017-10-10 00:36:02 INFO  String:27 - Operation:Initialize ItemTable;ItemTable: [[0,9781442668584,1], [1,9781442616899,1], [2,9781442667181,1], [3,9781611687910,1]]
@2017-10-10 00:36:02 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [[4,9781442668584,1,2017-10-10 12:36:02,0]]
@2017-10-10 00:36:02 INFO  String:81 - Operation:Apply OutStanding Fee;Fee Info:[4,0];State:Success
@2017-10-10 00:36:02 INFO  String:91 - Operation:Initialize FeeTable;FeeTable: [[0,5], [4,0]]
@2017-10-10 00:36:02 INFO  LibClient:32 - 59706 : Connected to server: /127.0.0.1
@2017-10-10 00:36:02 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59706] Client Socket: [59706 ]

@2017-10-10 00:36:02 INFO  LibClient:33 - 59706 : Connected to portid: 59706
@2017-10-10 00:36:02 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 Hello
@2017-10-10 00:36:02 INFO  LibServer:119 - Output to 127.0.0.1:59706 Who Are you?Clerk or User?

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 Clerk
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59706 Please Input The Password:

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 admin
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59706 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 Create Item
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59706 Please Input Item Info:'ISBN'

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 3731442668584
@2017-10-10 00:36:02 INFO  String:55 - Operation:Create New Item;Item Info:[3731442668584,N/A];State:Fail;Reason:No such ISBN existed.
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59706 The Title Does Not Exists! Please add it to the library

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 Create Title
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59706 Your input should in this format:'ISBN,title',ISBN should be a 13-digit number

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 3731442668584,book
@2017-10-10 00:36:02 INFO  String:49 - Operation:Create New Title;Title Info:[3731442668584,book];State:Success
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59706 Success!

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 Create Item
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59706 Please Input Item Info:'ISBN'

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59706 3731442668584
@2017-10-10 00:36:02 INFO  String:49 - Operation:Create New Item;Item Info:[3731442668584,1];State:Success
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59706 ISBN#: 3731442668584 Book title: book

@2017-10-10 00:36:02 INFO  ServerThread:61 - Class: ServerThread: Exception thrown : Socket closed 

@2017-10-10 00:36:02 INFO  LibClient:32 - 59707 : Connected to server: /127.0.0.1
@2017-10-10 00:36:02 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59707] Client Socket: [59707 ]

@2017-10-10 00:36:02 INFO  LibClient:33 - 59707 : Connected to portid: 59707
@2017-10-10 00:36:02 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59707 Hello
@2017-10-10 00:36:02 INFO  LibServer:119 - Output to 127.0.0.1:59707 Who Are you?Clerk or User?

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59707 Clerk
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59707 Please Input The Password:

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59707 admin
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59707 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59707 Create Item
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59707 Please Input Item Info:'ISBN'

@2017-10-10 00:36:02 INFO  LibServer:102 - Input from 127.0.0.1:59707 9781442668584
@2017-10-10 00:36:02 INFO  String:49 - Operation:Create New Item;Item Info:[9781442668584,2];State:Success
@2017-10-10 00:36:02 INFO  LibServer:111 - Output to 127.0.0.1:59707 ISBN#: 9781442668584 Book title: Harry Potter

@2017-10-10 00:36:02 INFO  ServerThread:61 - Class: ServerThread: Exception thrown : Socket closed 

@2017-10-10 00:36:38 INFO  LibServer:34 - Binding to port 5050
@2017-10-10 00:36:38 INFO  LibServer:48 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 11
@2017-10-10 00:36:38 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:38 INFO  String:25 - Operation:Initialize UserTable;UserTable: [[0,Rob@carleton.ca,Rob], [1,Jenny@carleton.ca,Jenny], [2,Alice@carleton.ca,Alice], [3,John@carleton.ca,John], [4,Gail@carleton.ca,Gail]]
@2017-10-10 00:36:38 INFO  String:28 - Operation:Initialize TitleTable;TitleTable: [[9781442668584,Harry Potter], [9781442616899,Percy Jackson], [9781442667181,Silence of the Lambs], [9781611687910,Lord of the Rings], [9781317594277,Atlas Shrugged]]
@2017-10-10 00:36:38 INFO  String:27 - Operation:Initialize ItemTable;ItemTable: [[0,9781442668584,1], [1,9781442616899,1], [2,9781442667181,1], [3,9781611687910,1]]
@2017-10-10 00:36:38 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [[4,9781442668584,1,2017-10-10 12:36:38,0]]
@2017-10-10 00:36:38 INFO  String:81 - Operation:Apply OutStanding Fee;Fee Info:[4,0];State:Success
@2017-10-10 00:36:38 INFO  String:91 - Operation:Initialize FeeTable;FeeTable: [[0,5], [4,0]]
@2017-10-10 00:36:38 INFO  LibClient:32 - 59717 : Connected to server: /127.0.0.1
@2017-10-10 00:36:38 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:59717] Client Socket: [59717 ]

@2017-10-10 00:36:38 INFO  LibClient:33 - 59717 : Connected to portid: 59717
@2017-10-10 00:36:38 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59717 Hello
@2017-10-10 00:36:38 INFO  LibServer:119 - Output to 127.0.0.1:59717 Who Are you?Clerk or User?

@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59717 Clerk
@2017-10-10 00:36:38 INFO  LibServer:111 - Output to 127.0.0.1:59717 Please Input The Password:

@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59717 admin
@2017-10-10 00:36:38 INFO  LibServer:111 - Output to 127.0.0.1:59717 What can I do for you?Menu:Create User/Title/Item,Delete User/Title/Item,Monitor System.

@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59717 Create User
@2017-10-10 00:36:38 INFO  LibServer:111 - Output to 127.0.0.1:59717 Please Input User Info:'username,password'

@2017-10-10 00:36:38 INFO  LibServer:102 - Input from 127.0.0.1:59717 r@gmail,pass
@2017-10-10 00:36:38 INFO  String:45 - Operation:Create New User;User Info:[r@gmail,pass];State:Success
@2017-10-10 00:36:38 INFO  LibServer:111 - Output to 127.0.0.1:59717 Success!

@2017-10-10 00:36:38 INFO  LibClient:32 - 59718 : Connected to server: /127.0.0.1
